 -2.5  0.0060436137  6.29861183E-06
 -2.46666667  0.00633713171  6.46047476E-06
 -2.43333333  0.00662764427  6.62071614E-06
 -2.4  0.00695539705  6.800821E-06
 -2.36666667  0.00729495386  6.99112949E-06
 -2.33333333  0.00761846865  7.15633831E-06
 -2.3  0.00796392055  7.33928223E-06
 -2.26666667  0.00833117017  7.53208589E-06
 -2.23333333  0.00869523001  7.72354276E-06
 -2.2  0.00905707402  7.90250022E-06
 -2.16666667  0.00945950522  8.10568325E-06
 -2.13333333  0.00986881424  8.31358043E-06
 -2.1  0.0102791082  8.51797308E-06
 -2.06666667  0.0106905695  8.71461071E-06
 -2.03333333  0.011113232  8.92145107E-06
 -2.  0.0115485849  9.12659386E-06
 -1.96666667  0.0120127558  9.34688949E-06
 -1.93333333  0.0124391208  9.54059226E-06
 -1.9  0.0129029811  9.76141055E-06
 -1.86666667  0.0133668622  9.97672693E-06
 -1.83333333  0.0138476363  1.01939678E-05
 -1.8  0.0143283822  1.0414562E-05
 -1.76666667  0.0148196768  1.06372658E-05
 -1.73333333  0.0153055785  1.08473755E-05
 -1.7  0.0157976651  1.10635959E-05
 -1.66666667  0.0162924805  1.12795089E-05
 -1.63333333  0.0167927096  1.14892798E-05
 -1.6  0.0173111576  1.17133104E-05
 -1.56666667  0.0178181534  1.19222175E-05
 -1.53333333  0.018329732  1.21372722E-05
 -1.5  0.0188036835  1.23296328E-05
 -1.46666667  0.019326699  1.25430016E-05
 -1.43333333  0.0198386477  1.27481875E-05
 -1.4  0.0203579378  1.29544999E-05
 -1.36666667  0.0208574771  1.31490321E-05
 -1.33333333  0.0213268136  1.33296123E-05
 -1.3  0.0218555093  1.35287379E-05
 -1.26666667  0.02233491  1.37129055E-05
 -1.23333333  0.0228567033  1.39039788E-05
 -1.2  0.0232943588  1.40591582E-05
 -1.16666667  0.0238163331  1.42598408E-05
 -1.13333333  0.0242557853  1.44138359E-05
 -1.1  0.0247168563  1.45754149E-05
 -1.06666667  0.0251576223  1.47276766E-05
 -1.03333333  0.0256113704  1.48815282E-05
 -1.  0.026050198  1.50305704E-05
 -0.966666667  0.0264782309  1.51744066E-05
 -0.933333333  0.0268748191  1.53069878E-05
 -0.9  0.0272791136  1.54368153E-05
 -0.866666667  0.0276638068  1.55589646E-05
 -0.833333333  0.0280799079  1.56890228E-05
 -0.8  0.0284234012  1.57931196E-05
 -0.766666667  0.0288065448  1.5919108E-05
 -0.733333333  0.0291433458  1.60205495E-05
 -0.7  0.0294856891  1.61206381E-05
 -0.666666667  0.029814045  1.62197741E-05
 -0.633333333  0.0300710076  1.62910302E-05
 -0.6  0.0303823527  1.63761392E-05
 -0.566666667  0.0306649358  1.646376E-05
 -0.533333333  0.0309336736  1.65441813E-05
 -0.5  0.0311151075  1.65781001E-05
 -0.466666667  0.0313984256  1.66656542E-05
 -0.433333333  0.0316223306  1.67271719E-05
 -0.4  0.0317833014  1.67702622E-05
 -0.366666667  0.0319670538  1.68199746E-05
 -0.333333333  0.0321553894  1.68696204E-05
 -0.3  0.0322885884  1.69033225E-05
 -0.266666667  0.0324698805  1.69593976E-05
 -0.233333333  0.0325799116  1.6988101E-05
 -0.2  0.0326649435  1.70063662E-05
 -0.166666667  0.0327308182  1.70098487E-05
 -0.133333333  0.0328015952  1.70371781E-05
 -0.1  0.0328664446  1.7054779E-05
 -0.0666666667  0.0328923679  1.70633021E-05
 -0.0333333333  0.0329045015  1.70645842E-05
 -9.41900637E-19  0.0328852851  1.70551665E-05
  0.0333333333  0.0328971519  1.70623601E-05
  0.0666666667  0.0328713461  1.7057486E-05
  0.1  0.0327805248  1.70258936E-05
  0.133333333  0.0327204677  1.70128542E-05
  0.166666667  0.0326585466  1.6998323E-05
  0.2  0.0325487719  1.6968974E-05
  0.233333333  0.032456323  1.69492115E-05
  0.266666667  0.0322777723  1.68976647E-05
  0.3  0.0321643701  1.68749067E-05
  0.333333333  0.031978661  1.68240028E-05
  0.366666667  0.0317957303  1.67646403E-05
  0.4  0.0316143902  1.67241348E-05
  0.433333333  0.0313813482  1.66592245E-05
  0.466666667  0.0311518441  1.65962241E-05
  0.5  0.0309404501  1.65426036E-05
  0.533333333  0.030665376  1.6459208E-05
  0.566666667  0.0303590088  1.63658314E-05
  0.6  0.0300662463  1.62867761E-05
  0.633333333  0.0297743466  1.62015924E-05
  0.666666667  0.0294784947  1.61165945E-05
  0.7  0.0291159848  1.60072384E-05
  0.733333333  0.0287939834  1.5912597E-05
  0.766666667  0.0284242664  1.57947912E-05
  0.8  0.0280409562  1.56807588E-05
  0.833333333  0.0276690307  1.55590489E-05
  0.866666667  0.0272908268  1.54401742E-05
  0.9  0.026901574  1.53108413E-05
  0.933333333  0.0264801872  1.51787815E-05
  0.966666667  0.0260628881  1.5036459E-05
  1.  0.0255976377  1.48766291E-05
  1.03333333  0.0251703581  1.47302683E-05
  1.06666667  0.0247157778  1.45728943E-05
  1.1  0.0242545439  1.44105895E-05
  1.13333333  0.0238126969  1.42526231E-05
  1.16666667  0.0233072565  1.40699209E-05
  1.2  0.0228215156  1.38910896E-05
  1.23333333  0.0223411136  1.37160233E-05
  1.26666667  0.0218551355  1.35344309E-05
  1.3  0.0213471485  1.33405485E-05
  1.33333333  0.0208625755  1.31483538E-05
  1.36666667  0.0203624721  1.29565311E-05
  1.4  0.0198435569  1.27514665E-05
  1.43333333  0.0193237907  1.25378695E-05
  1.46666667  0.0188260699  1.23418008E-05
  1.5  0.0183238908  1.21309323E-05
  1.53333333  0.0178018916  1.19197524E-05
  1.56666667  0.0172887994  1.17063001E-05
  1.6  0.0167987314  1.14906097E-05
  1.63333333  0.0162908642  1.12779709E-05
  1.66666667  0.0157984509  1.10580062E-05
