  500.  4.34745871E-05  7.86688191E-07
  510.  3.77088222E-05  7.15034345E-07
  520.  3.30581464E-05  6.55068645E-07
  530.  3.06611036E-05  6.16173156E-07
  540.  2.7588225E-05  5.68170618E-07
  550.  2.38913786E-05  5.14579331E-07
  560.  2.19599392E-05  4.83596625E-07
  570.  1.94486619E-05  4.43938699E-07
  580.  1.72491801E-05  4.07920549E-07
  590.  1.52398476E-05  3.70977985E-07
  600.  1.41059603E-05  3.53428522E-07
  610.  1.20303446E-05  3.15089485E-07
  620.  1.03671461E-05  2.8500491E-07
  630.  9.31661731E-06  2.6012217E-07
  640.  8.71688369E-06  2.50949043E-07
  650.  7.48337922E-06  2.23012719E-07
  660.  7.10628738E-06  2.15175906E-07
  670.  6.22477443E-06  1.92547785E-07
  680.  5.49549878E-06  1.75131694E-07
  690.  4.63042704E-06  1.54445897E-07
  700.  4.45614844E-06  1.49637594E-07
  710.  3.85690075E-06  1.3277546E-07
  720.  3.49907853E-06  1.24759114E-07
  730.  2.88773707E-06  1.0886694E-07
  740.  2.78078015E-06  1.03112358E-07
  750.  2.2674824E-06  9.05087398E-08
  760.  2.23842298E-06  8.75474331E-08
  770.  1.88333767E-06  7.81480165E-08
  780.  1.7714847E-06  7.34903069E-08
  790.  1.50747313E-06  6.52110397E-08
  800.  1.33018335E-06  5.74985304E-08
  810.  1.28069335E-06  5.66774593E-08
  820.  1.18581923E-06  5.27830194E-08
  830.  9.85524347E-07  4.65461573E-08
  840.  9.10430067E-07  4.28599336E-08
  850.  7.51121208E-07  3.65631355E-08
  860.  6.95700493E-07  3.41473006E-08
  870.  6.58165021E-07  3.26877413E-08
  880.  5.87998903E-07  2.99157606E-08
  890.  4.64103085E-07  2.47111334E-08
  900.  4.21901135E-07  2.29008147E-08
  910.  3.64766691E-07  2.04699684E-08
  920.  3.36379335E-07  1.90549611E-08
  930.  2.83085844E-07  1.66729985E-08
  940.  2.51532419E-07  1.54047782E-08
  950.  2.27559305E-07  1.38861065E-08
  960.  2.1969142E-07  1.31806278E-08
  970.  1.74601439E-07  1.11723498E-08
  980.  1.64773386E-07  1.04187747E-08
  990.  1.42891589E-07  9.35895922E-09
  1000.  1.11024634E-07  7.61824016E-09
  1010.  1.12704796E-07  7.41010233E-09
  1020.  1.05848866E-07  7.09180392E-09
  1030.  9.21124507E-08  6.27317981E-09
  1040.  7.03703387E-08  5.15626883E-09
  1050.  6.36338227E-08  4.78493234E-09
  1060.  6.08315794E-08  4.49147797E-09
  1070.  5.37181828E-08  4.00836712E-09
  1080.  4.52659512E-08  3.4449764E-09
  1090.  3.62171459E-08  2.96558811E-09
  1100.  3.06735826E-08  2.64179883E-09
  1110.  2.87401066E-08  2.38471317E-09
  1120.  2.30362051E-08  2.00972694E-09
  1130.  2.54166546E-08  2.05342191E-09
  1140.  1.81981753E-08  1.61855445E-09
  1150.  1.36580235E-08  1.29122197E-09
  1160.  1.5953437E-08  1.39224326E-09
  1170.  1.23173687E-08  1.1173718E-09
  1180.  9.82411136E-09  9.32070433E-10
  1190.  8.39377621E-09  8.13052009E-10
  1200.  7.22056881E-09  7.12287127E-10
  1210.  8.09937934E-09  7.56026418E-10
  1220.  6.1748529E-09  5.94779017E-10
  1230.  5.82395354E-09  5.48678383E-10
  1240.  4.33055098E-09  4.37957567E-10
  1250.  3.27677391E-09  3.3526851E-10
  1260.  2.20722092E-09  2.83552597E-10
  1270.  3.00964924E-09  3.15290608E-10
  1280.  2.37777081E-09  2.55875478E-10
  1290.  1.77465455E-09  1.98080571E-10
  1300.  1.81765904E-09  1.94411416E-10
  1310.  1.59528371E-09  1.75133838E-10
  1320.  9.76201999E-10  1.24198045E-10
  1330.  1.00845212E-09  1.23453943E-10
  1340.  8.7670763E-10  1.0656653E-10
  1350.  8.00807622E-10  9.30039394E-11
  1360.  6.17358054E-10  7.56138473E-11
  1370.  5.55368171E-10  6.50515842E-11
  1380.  3.6947032E-10  4.75336206E-11
  1390.  3.95627755E-10  4.90522116E-11
  1400.  3.25669424E-10  4.05546511E-11
  1410.  1.92557827E-10  2.68434067E-11
  1420.  1.96778503E-10  2.4253239E-11
  1430.  1.77285347E-10  2.33275002E-11
  1440.  1.26761782E-10  1.73476726E-11
  1450.  9.02272874E-11  1.35573583E-11
  1460.  8.30499399E-11  1.15814199E-11
  1470.  6.88508722E-11  1.03896906E-11
  1480.  4.99566706E-11  7.64209347E-12
  1490.  3.84270281E-11  6.20382276E-12
  1500.  2.8336741E-11  4.8673128E-12
  1510.  2.82416421E-11  4.24222337E-12
  1520.  2.11770203E-11  3.42934038E-12
  1530.  2.34990456E-11  3.31342652E-12
  1540.  1.37033694E-11  2.16500858E-12
  1550.  1.13861041E-11  1.79643944E-12
  1560.  8.4826535E-12  1.37906679E-12
  1570.  6.79448563E-12  1.08643363E-12
  1580.  4.85390152E-12  7.84781124E-13
  1590.  4.34974675E-12  7.03770082E-13
  1600.  3.15550251E-12  5.56122173E-13
  1610.  2.18322154E-12  3.85214676E-13
  1620.  1.16424123E-12  2.34539706E-13
  1630.  1.58666409E-12  2.6422133E-13
  1640.  1.17510758E-12  1.85023269E-13
