  1650.  6.35353562E-13  1.2777171E-13
  1660.  5.21329033E-13  9.14783822E-14
  1670.  4.19360342E-13  8.07330598E-14
  1680.  1.74433483E-13  4.09068187E-14
  1690.  1.28526195E-13  2.92805891E-14
  1700.  7.4849176E-14  1.93573604E-14
  1710.  6.07544246E-14  1.44305232E-14
  1720.  2.56705507E-14  7.25340965E-15
  1730.  2.2071799E-14  7.26489373E-15
  1740.  1.11725283E-14  3.84630263E-15
  1750.  1.03802338E-14  3.15509203E-15
  1760.  3.20016218E-15  9.26049189E-16
  1770.  1.66281897E-15  4.72323536E-16
  1780.  1.02955625E-15  3.32749436E-16
  1790.  4.64494589E-16  1.89131223E-16
  1800.  5.5009268E-16  1.81525665E-16
  1810.  4.60116073E-16  1.44489252E-16
  1820.  2.39285075E-16  8.24036371E-17
  1830.  3.20427605E-16  9.10680701E-17
  1840.  1.06387737E-16  3.81411997E-17
  1850.  7.60111726E-17  2.58577302E-17
  1860.  2.27841732E-17  8.40841845E-18
  1870.  2.4267149E-18  2.19345929E-18
  1880. -2.62462917E-19  1.63507404E-19
  1890.  2.78867395E-20  2.09478566E-20
  1900.  3.6113097E-20  2.08805108E-20
  1910.  1.489507E-19  8.76341609E-20
  1920.  2.05006061E-19  7.28252627E-20
  1930.  5.65896473E-19  1.73462843E-19
  1940.  5.24496116E-19  1.56011547E-19
  1950.  3.16485203E-19  1.21772492E-19
  1960.  4.09302369E-20  3.99554116E-20
  1970. -5.90123983E-22  3.82863222E-22
  1980.  0.  0.
  1990.  0.  0.
